INFO - 2021-01-26 18:21:06,728 - process: 27808 - cnn.py - util.log - 72 - cnn - Start training
INFO - 2021-01-26 20:08:39,620 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 59
INFO - 2021-01-26 20:08:53,328 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 60
INFO - 2021-01-26 20:09:06,764 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 61
INFO - 2021-01-26 20:09:22,346 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 62
INFO - 2021-01-26 20:09:36,864 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 63
INFO - 2021-01-26 20:09:51,638 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 64
INFO - 2021-01-26 20:10:05,086 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 65
INFO - 2021-01-26 20:10:18,667 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 66
INFO - 2021-01-26 20:10:34,627 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 67
INFO - 2021-01-26 20:10:49,606 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 68
INFO - 2021-01-26 20:11:03,177 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 69
INFO - 2021-01-26 20:11:16,550 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 70
INFO - 2021-01-26 20:11:31,014 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 71
INFO - 2021-01-26 20:11:45,228 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 72
INFO - 2021-01-26 20:11:59,124 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 73
INFO - 2021-01-26 20:12:12,776 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 74
INFO - 2021-01-26 20:12:26,232 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 75
INFO - 2021-01-26 20:12:40,132 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 76
INFO - 2021-01-26 20:12:53,633 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 77
INFO - 2021-01-26 20:13:10,412 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 78
INFO - 2021-01-26 20:13:24,553 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 79
INFO - 2021-01-26 20:13:37,946 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 80
INFO - 2021-01-26 20:13:51,428 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 81
INFO - 2021-01-26 20:14:04,854 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 82
INFO - 2021-01-26 20:14:19,417 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 83
INFO - 2021-01-26 20:14:32,889 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 84
INFO - 2021-01-26 20:14:46,655 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 85
INFO - 2021-01-26 20:15:00,286 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 86
INFO - 2021-01-26 20:15:13,680 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 87
INFO - 2021-01-26 20:15:27,073 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 88
INFO - 2021-01-26 20:15:41,336 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 89
INFO - 2021-01-26 20:15:55,445 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 90
INFO - 2021-01-26 20:16:09,340 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 91
INFO - 2021-01-26 20:16:23,223 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 92
INFO - 2021-01-26 20:16:37,014 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 93
INFO - 2021-01-26 20:16:50,593 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 94
INFO - 2021-01-26 20:17:04,230 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 95
INFO - 2021-01-26 20:17:17,840 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 96
INFO - 2021-01-26 20:17:31,272 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 97
INFO - 2021-01-26 20:17:45,250 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 98
INFO - 2021-01-26 20:17:59,299 - process: 28537 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_3_classes, epoch: 99
INFO - 2021-01-26 20:20:52,263 - process: 29183 - cnn.py - util.log - 72 - cnn - Start training
INFO - 2021-01-27 23:05:47,309 - process: 31665 - cnn.py - util.log - 72 - cnn - Start training
INFO - 2021-01-27 23:05:56,348 - process: 31665 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 0
INFO - 2021-01-27 23:06:05,096 - process: 31665 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 1
INFO - 2021-01-28 14:12:22,230 - process: 32757 - cnn.py - util.log - 72 - cnn - Start training
INFO - 2021-01-28 14:12:31,266 - process: 32757 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 0
INFO - 2021-01-28 14:12:40,188 - process: 32757 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 1
INFO - 2021-01-28 14:12:49,567 - process: 32757 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 2
INFO - 2021-01-28 14:13:09,250 - process: 32792 - cnn.py - util.log - 72 - cnn - Start training
INFO - 2021-01-28 14:13:18,144 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 0
INFO - 2021-01-28 14:13:28,727 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 1
INFO - 2021-01-28 14:13:38,652 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 2
INFO - 2021-01-28 14:13:48,535 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 3
INFO - 2021-01-28 14:13:57,871 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 4
INFO - 2021-01-28 14:14:07,576 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 5
INFO - 2021-01-28 14:14:16,599 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 6
INFO - 2021-01-28 14:14:26,263 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 7
INFO - 2021-01-28 14:14:35,343 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 8
INFO - 2021-01-28 14:14:44,160 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 9
INFO - 2021-01-28 14:14:52,970 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 10
INFO - 2021-01-28 14:15:02,185 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 11
INFO - 2021-01-28 14:15:11,033 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 12
INFO - 2021-01-28 14:15:19,794 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 13
INFO - 2021-01-28 14:15:28,483 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 14
INFO - 2021-01-28 14:15:37,203 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 15
INFO - 2021-01-28 14:15:45,860 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 16
INFO - 2021-01-28 14:15:54,556 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 17
INFO - 2021-01-28 14:16:03,321 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 18
INFO - 2021-01-28 14:16:12,351 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 19
INFO - 2021-01-28 14:16:21,464 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 20
INFO - 2021-01-28 14:16:30,168 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 21
INFO - 2021-01-28 14:16:38,841 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 22
INFO - 2021-01-28 14:16:47,581 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 23
INFO - 2021-01-28 14:16:56,259 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 24
INFO - 2021-01-28 14:17:05,017 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 25
INFO - 2021-01-28 14:17:13,727 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 26
INFO - 2021-01-28 14:17:22,403 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 27
INFO - 2021-01-28 14:17:31,212 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 28
INFO - 2021-01-28 14:17:40,359 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 29
INFO - 2021-01-28 14:17:49,297 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 30
INFO - 2021-01-28 14:17:58,010 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 31
INFO - 2021-01-28 14:18:06,763 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 32
INFO - 2021-01-28 14:18:16,089 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 33
INFO - 2021-01-28 14:18:24,905 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 34
INFO - 2021-01-28 14:18:33,760 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 35
INFO - 2021-01-28 14:18:42,888 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 36
INFO - 2021-01-28 14:18:51,915 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 37
INFO - 2021-01-28 14:19:00,755 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 38
INFO - 2021-01-28 14:19:10,067 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 39
INFO - 2021-01-28 14:19:19,487 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 40
INFO - 2021-01-28 14:19:28,522 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 41
INFO - 2021-01-28 14:19:37,558 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 42
INFO - 2021-01-28 14:19:46,551 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 43
INFO - 2021-01-28 14:19:55,713 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 44
INFO - 2021-01-28 14:20:04,711 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 45
INFO - 2021-01-28 14:20:13,684 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 46
INFO - 2021-01-28 14:20:22,628 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 47
INFO - 2021-01-28 14:20:31,666 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 48
INFO - 2021-01-28 14:20:40,696 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 49
INFO - 2021-01-28 14:20:49,652 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 50
INFO - 2021-01-28 14:20:58,624 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 51
INFO - 2021-01-28 14:21:07,627 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 52
INFO - 2021-01-28 14:21:16,585 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 53
INFO - 2021-01-28 14:21:25,607 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 54
INFO - 2021-01-28 14:21:34,581 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 55
INFO - 2021-01-28 14:21:43,564 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 56
INFO - 2021-01-28 14:21:52,546 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 57
INFO - 2021-01-28 14:22:01,532 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 58
INFO - 2021-01-28 14:22:10,516 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 59
INFO - 2021-01-28 14:22:19,535 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 60
INFO - 2021-01-28 14:22:28,494 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 61
INFO - 2021-01-28 14:22:37,452 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 62
INFO - 2021-01-28 14:22:46,485 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 63
INFO - 2021-01-28 14:22:55,577 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 64
INFO - 2021-01-28 14:23:04,577 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 65
INFO - 2021-01-28 14:23:13,555 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 66
INFO - 2021-01-28 14:23:22,530 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 67
INFO - 2021-01-28 14:23:31,574 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 68
INFO - 2021-01-28 14:23:40,587 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 69
INFO - 2021-01-28 14:23:49,600 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 70
INFO - 2021-01-28 14:23:58,595 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 71
INFO - 2021-01-28 14:24:07,629 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 72
INFO - 2021-01-28 14:24:16,649 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 73
INFO - 2021-01-28 14:24:25,637 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 74
INFO - 2021-01-28 14:24:34,619 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 75
INFO - 2021-01-28 14:24:43,557 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 76
INFO - 2021-01-28 14:24:52,505 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 77
INFO - 2021-01-28 14:25:01,441 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 78
INFO - 2021-01-28 14:25:10,372 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 79
INFO - 2021-01-28 14:25:19,395 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 80
INFO - 2021-01-28 14:25:28,353 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 81
INFO - 2021-01-28 14:25:37,308 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 82
INFO - 2021-01-28 14:25:46,229 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 83
INFO - 2021-01-28 14:25:55,166 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 84
INFO - 2021-01-28 14:26:04,112 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 85
INFO - 2021-01-28 14:26:13,040 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 86
INFO - 2021-01-28 14:26:21,963 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 87
INFO - 2021-01-28 14:26:30,887 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 88
INFO - 2021-01-28 14:26:39,829 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 89
INFO - 2021-01-28 14:26:48,802 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 90
INFO - 2021-01-28 14:26:57,763 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 91
INFO - 2021-01-28 14:27:06,695 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 92
INFO - 2021-01-28 14:27:15,616 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 93
INFO - 2021-01-28 14:27:24,531 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 94
INFO - 2021-01-28 14:27:33,488 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 95
INFO - 2021-01-28 14:27:42,430 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 96
INFO - 2021-01-28 14:27:51,365 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 97
INFO - 2021-01-28 14:28:00,324 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 98
INFO - 2021-01-28 14:28:09,258 - process: 32792 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 99
INFO - 2021-01-28 14:36:42,274 - process: 33205 - cnn.py - util.log - 72 - cnn - Start training
INFO - 2021-01-28 14:36:51,616 - process: 33205 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 0
INFO - 2021-01-28 14:37:00,514 - process: 33205 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 1
INFO - 2021-01-28 14:37:09,424 - process: 33205 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 2
INFO - 2021-01-28 14:37:18,306 - process: 33205 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 3
INFO - 2021-01-28 14:37:27,266 - process: 33205 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 4
INFO - 2021-01-28 14:37:36,204 - process: 33205 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 5
INFO - 2021-01-28 14:37:45,091 - process: 33205 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 6
INFO - 2021-01-28 14:37:53,969 - process: 33205 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 7
INFO - 2021-01-28 14:38:02,874 - process: 33205 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 8
INFO - 2021-01-28 14:38:11,937 - process: 33205 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 9
INFO - 2021-01-28 14:38:20,999 - process: 33205 - cnn.py - util.log - 103 - cnn - Train model: ./model/SIMPLE_CNN_NET_CIFAR10_2_classes, epoch: 10
